gbifID,SEINetID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,SpeciesEdited,ScientificNameEdited,GenusEdited,FamilyEdited,Source,DownloadDate,Reference,abstract,accessRights,accrualMethod,accrualPeriodicity,accrualPolicy,alternative,audience,available,bibliographicCitation,conformsTo,contributor,coverage,created,creator,date,dateAccepted,dateCopyrighted,dateSubmitted,description,educationLevel,extent,format,hasFormat,hasPart,hasVersion,identifier,instructionalMethod,isFormatOf,isPartOf,isReferencedBy,isReplacedBy,isRequiredBy,isVersionOf,issued,language,mediator,medium,modified,provenance,publisher,references,relation,replaces,requires,rights,source,spatial,subject,tableOfContents,temporal,title,type,valid,institutionID,collectionID,datasetID,datasetName,ownerInstitutionCode,informationWithheld,dataGeneralizations,dynamicProperties,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,preparations,disposition,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOccurrences,associatedOrganisms,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventTime,startDayOfYear,endDayOfYear,verbatimEventDate,habitat,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,county,municipality,verbatimLocality,verbatimElevation,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,identificationQualifier,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,subgenus,specificEpithet,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,publishingCountry,distanceAboveSurface,distanceAboveSurfaceAccuracy,hasCoordinate,hasGeospatialIssues,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,genericName,acceptedScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,recordedByID,identifiedByID,datelastmodified,scientificnameauthor,yearidentified,monthidentified,dayidentified,collectornumber,julianday,boundingbox,minimumelevation,maximumelevation,minimumdepth,maximumdepth,previouscatalognumber,relationshiptype,relatedcatalogitem,notes,barcode,CercidBaseID
1030993003,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994928,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia glauca (Benth.) Benth.,Bauhinia glauca,,CN,华江乡老虎山,广西,,,,25.60168,110.585686,,,,,,,1936-01-01T00:00:00,,,1936,2953583,2953583,PRESERVED_SPECIMEN,IBK,,e5f60f41-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,钟济新,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella glauca,Cheniella glauca (Benth.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994928,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/4e3/4994928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,兴安县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glauca,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953583,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca (Benth.) Benth.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che214
1030993004,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994923,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia glauca (Benth.) Benth.,Bauhinia glauca,,CN,九连乡大水社芹菜湖,广东,,,,24.369586,114.488708,,,,,,,1932-01-01T00:00:00,,,1932,2953583,2953583,PRESERVED_SPECIMEN,IBK,,e5f61102-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,卫兆芬,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella glauca,Cheniella glauca (Benth.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994923,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/9e1/4994923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,连平县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glauca,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953583,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca (Benth.) Benth.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che215
1030993007,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994901,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia glauca (Benth.) Benth.,Bauhinia glauca,,CN,大田光辉公社,湖南,,,,25.273543,111.343914,,,,,,,1957-01-01T00:00:00,,,1957,2953583,2953583,PRESERVED_SPECIMEN,IBK,,e5f6188c-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,谭沛祥,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella glauca,Cheniella glauca (Benth.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994901,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/f7e/4994901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江永县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glauca,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953583,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca (Benth.) Benth.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che216
1030993008,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994955,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia corymbosa,,SPECIES,Bauhinia corymbosa Roxb.,Bauhinia corymbosa,,CN,草药摊,广西,,,,23.490446,111.295924,,,,,,,1977-01-01T00:00:00,,,1977,2953436,2953436,PRESERVED_SPECIMEN,IBK,,e5f605d3-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,李光照,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella corymbosa,Cheniella corymbosa (Roxb. ex DC.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994955,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/bef/4994955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梧州市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corymbosa,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953436,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia corymbosa Roxb.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che217
1030993013,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994903,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia glauca (Benth.) Benth.,Bauhinia glauca,,CN,宛田区中江乡周田界,广西,,,,25.255089,110.050532,,,,,,,1957-01-01T00:00:00,,,1957,2953583,2953583,PRESERVED_SPECIMEN,IBK,,e5f617ad-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,覃灏富，李中提,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella glauca,Cheniella glauca (Benth.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994903,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/043/4994903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,临桂县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glauca,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953583,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca (Benth.) Benth.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che218
1030993016,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994920,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia glauca (Benth.) Benth.,Bauhinia glauca,,CN,隘洞乡切学乡那塘村和南丹交界的老山,广西,,,,24.518994,107.410176,,,,,,,1958-01-01T00:00:00,,,1958,2953583,2953583,PRESERVED_SPECIMEN,IBK,,e5f611e2-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,黄志,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella glauca,Cheniella glauca (Benth.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994920,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/ce9/4994920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东兰县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glauca,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953583,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca (Benth.) Benth.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che219
1030993017,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994919,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia glauca (Benth.) Benth.,Bauhinia glauca,,CN,第二区新寨乡,广西,,,,25.255089,110.050532,,,,,,,1957-01-01T00:00:00,,,1957,2953583,2953583,PRESERVED_SPECIMEN,IBK,,e5f61257-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,梁畴芬,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella glauca,Cheniella glauca (Benth.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994919,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/30e/4994919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,临桂县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glauca,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953583,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca (Benth.) Benth.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che220
1030993019,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994905,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia glauca (Benth.) Benth.,Bauhinia glauca,,CN,中东区上迠,广西,,,,22.464142,107.839351,,,,,,,1959-01-01T00:00:00,,,1959,2953583,2953583,PRESERVED_SPECIMEN,IBK,,e5f6173f-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,陈少卿,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella glauca,Cheniella glauca (Benth.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994905,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/1ed/4994905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,扶绥县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glauca,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953583,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca (Benth.) Benth.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che221
1030993022,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994910,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia glauca (Benth.) Benth.,Bauhinia glauca,,CN,大埇河,广东,,,,22.929376,112.044025,,,,,,,1930-01-01T00:00:00,,,1930,2953583,2953583,PRESERVED_SPECIMEN,IBK,,e5f6156f-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,黄志,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella glauca,Cheniella glauca (Benth.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994910,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/5fc/4994910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,云浮县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glauca,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953583,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca (Benth.) Benth.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che222
1030993025,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994963,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia corymbosa,,SPECIES,Bauhinia corymbosa Roxb.,Bauhinia corymbosa,,CN,西南附近,海南,,,,18.626309,109.700342,,,,,,,1932-01-01T00:00:00,,,1932,2953436,2953436,PRESERVED_SPECIMEN,IBK,,e5f60320-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,高锡朋,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella corymbosa,Cheniella corymbosa (Roxb. ex DC.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994963,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/d39/4994963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,保亭县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corymbosa,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953436,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia corymbosa Roxb.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che223
1030993026,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994951,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia didyma,,SPECIES,Bauhinia didyma Chen,Bauhinia didyma,,CN,篱屏山,广东,,,,22.25257,111.721548,,,,,,,1935-01-01T00:00:00,,,1935,2953069,2953069,PRESERVED_SPECIMEN,IBK,,e5f60721-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,黄志,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella didyma,Cheniella didyma (H.Y.Chen) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994951,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/343/4994951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阳春市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,didyma,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953069,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia didyma Chen,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che224
1030993028,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994918,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia glauca (Benth.) Benth.,Bauhinia glauca,,CN,潮田七分山,广西,,,,25.255089,110.050532,,,,,,,1953-01-01T00:00:00,,,1953,2953583,2953583,PRESERVED_SPECIMEN,IBK,,e5f612d6-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,梁畴芬,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella glauca,Cheniella glauca (Benth.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994918,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/9be/4994918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,临桂县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glauca,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953583,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca (Benth.) Benth.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che225
1030993029,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994959,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia corymbosa,,SPECIES,Bauhinia corymbosa Roxb.,Bauhinia corymbosa,,CN,石壁第二站,海南,,,,19.254108,110.45517,,,,,,,1953-01-01T00:00:00,,,1953,2953436,2953436,PRESERVED_SPECIMEN,IBK,,e5f6047e-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,钟济新,,,2020-02-10 20:33,,GEODETIC_DATUM_ASSUMED_WGS84,Cheniella corymbosa,Cheniella corymbosa (Roxb. ex DC.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994959,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/893/4994959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,乐会县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corymbosa,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953436,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia corymbosa Roxb.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che226
1030993030,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994933,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia glauca (Benth.) Benth.,Bauhinia glauca,,CN,四渡水,湖南,,,,25.185593,111.579305,,,,,,,1958-01-01T00:00:00,,,1958,2953583,2953583,PRESERVED_SPECIMEN,IBK,,e5f60d6e-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,李荫昆,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella glauca,Cheniella glauca (Benth.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994933,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/450/4994933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江华瑶族自治县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glauca,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953583,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca (Benth.) Benth.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che227
1030993031,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994961,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia corymbosa,,SPECIES,Bauhinia corymbosa Roxb.,Bauhinia corymbosa,,CN,,海南,,,,18.626309,109.700342,,,,,,,1932-01-01T00:00:00,,,1932,2953436,2953436,PRESERVED_SPECIMEN,IBK,,e5f6040e-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,梁向日,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella corymbosa,Cheniella corymbosa (Roxb. ex DC.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994961,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/dab/4994961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,保亭县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corymbosa,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953436,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia corymbosa Roxb.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che228
1030993032,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994936,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia glauca (Benth.) Benth.,Bauhinia glauca,,CN,白头叶猴保护区,广西,,,,22.402627,107.357948,,,,,,,1999-01-01T00:00:00,,,1999,2953583,2953583,PRESERVED_SPECIMEN,IBK,,e5f60c85-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,李光照，唐赛春,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella glauca,Cheniella glauca (Benth.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994936,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/dcb/4994936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,崇左县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glauca,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953583,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca (Benth.) Benth.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che229
1030993040,,b54a3b16-b648-41ab-bd6f-d3881895daac,4994954,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia corymbosa,,SPECIES,Bauhinia corymbosa Roxb.,Bauhinia corymbosa,,CN,南淋岭,海南,,,,18.252625,109.511923,,,,,,,1933-01-01T00:00:00,,,1933,2953436,2953436,PRESERVED_SPECIMEN,IBK,,e5f60643-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,黄志,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella corymbosa,Cheniella corymbosa (Roxb. ex DC.) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994954,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/33/44f/4994954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,崖县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corymbosa,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953436,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia corymbosa Roxb.,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che230
