gbifID,SEINetID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,SpeciesEdited,ScientificNameEdited,GenusEdited,FamilyEdited,Source,DownloadDate,Reference,abstract,accessRights,accrualMethod,accrualPeriodicity,accrualPolicy,alternative,audience,available,bibliographicCitation,conformsTo,contributor,coverage,created,creator,date,dateAccepted,dateCopyrighted,dateSubmitted,description,educationLevel,extent,format,hasFormat,hasPart,hasVersion,identifier,instructionalMethod,isFormatOf,isPartOf,isReferencedBy,isReplacedBy,isRequiredBy,isVersionOf,issued,language,mediator,medium,modified,provenance,publisher,references,relation,replaces,requires,rights,source,spatial,subject,tableOfContents,temporal,title,type,valid,institutionID,collectionID,datasetID,datasetName,ownerInstitutionCode,informationWithheld,dataGeneralizations,dynamicProperties,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,preparations,disposition,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOccurrences,associatedOrganisms,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventTime,startDayOfYear,endDayOfYear,verbatimEventDate,habitat,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,county,municipality,verbatimLocality,verbatimElevation,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,identificationQualifier,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,subgenus,specificEpithet,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,publishingCountry,distanceAboveSurface,distanceAboveSurfaceAccuracy,hasCoordinate,hasGeospatialIssues,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,genericName,acceptedScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,recordedByID,identifiedByID,datelastmodified,scientificnameauthor,yearidentified,monthidentified,dayidentified,collectornumber,julianday,boundingbox,minimumelevation,maximumelevation,minimumdepth,maximumdepth,previouscatalognumber,relationshiptype,relatedcatalogitem,notes,barcode,CercidBaseID
1030788617,,196ac794-b2c2-40d4-8e6a-649d0abc324d,2895083,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia hupehana Craib,Bauhinia hupehana,,CN,老君山九冲,湖北,,,,30.663372,113.166529,,,,,,,1976-01-01T00:00:00,,,1976,2953931,2953583,PRESERVED_SPECIMEN,HIB,,f6896886-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,鄂神农架植考队,,,2020-02-10 11:57,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,2895083,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/28/9d5/2895083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,神农架林区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupehana,,,,SYNONYM,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 11:57,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che153
1030788637,,196ac794-b2c2-40d4-8e6a-649d0abc324d,2895063,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,hupehana,SUBSPECIES,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,Bauhinia glauca subsp. hupehana,,CN,龙潭,湖北,,,,29.990847,109.484961,,,,,,,1958-01-01T00:00:00,,,1958,2953929,2953583,PRESERVED_SPECIMEN,HIB,,f689713d-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,李洪钧,,,2020-02-10 11:57,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,2895063,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/28/714/2895063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宣恩县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glauca,,,,ACCEPTED,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 11:57,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che154
1030821585,,249ec6d9-ce13-4096-baf5-42130fc3d0b1,4080833,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia hupehana Craib,Bauhinia hupehana,,CN,,四川,,,,29.22787,102.359458,,,,,,,1955-01-01T00:00:00,,,1955,2953931,2953583,PRESERVED_SPECIMEN,CDBI,,eb5a93cc-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,谢朝俊,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080833,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/21/332/4080833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,石棉县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupehana,,,,SYNONYM,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che155
1030821591,,249ec6d9-ce13-4096-baf5-42130fc3d0b1,4080837,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia hupehana Craib,Bauhinia hupehana,,CN,复兴七中队雷云坡,四川,,,,29.987037,105.350722,,,,,,,1960-01-01T00:00:00,,,1960,2953931,2953583,PRESERVED_SPECIMEN,CDBI,,eb5a921a-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,内专校,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080837,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/21/62d/4080837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安岳县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupehana,,,,SYNONYM,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che156
1030821601,,249ec6d9-ce13-4096-baf5-42130fc3d0b1,4080841,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia hupehana Craib,Bauhinia hupehana,,CN,青坪乡,重庆,,,,29.3,106.266667,,,,,,,1959-01-01T00:00:00,,,1959,2953931,2953583,PRESERVED_SPECIMEN,CDBI,,eb5a9064-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,江津普查队第二组,,,2020-02-10 20:33,,GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080841,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/21/fd0/4080841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,合川县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupehana,,,,SYNONYM,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che157
1030821605,,249ec6d9-ce13-4096-baf5-42130fc3d0b1,4080847,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia hupehana Craib,Bauhinia hupehana,,CN,西宁,四川,,,,28.262715,103.571742,,,,,,,1964-01-01T00:00:00,,,1964,2953931,2953583,PRESERVED_SPECIMEN,CDBI,,eb5a8dbb-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,印开蒲、陈庆恒,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080847,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/21/484/4080847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,雷波县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupehana,,,,SYNONYM,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che158
1030821606,,249ec6d9-ce13-4096-baf5-42130fc3d0b1,4080835,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia hupehana Craib,Bauhinia hupehana,,CN,大垭乡畔溪沟,重庆,,,,29.330856,108.246038,,,,,,,1959-01-01T00:00:00,,,1959,2953931,2953583,PRESERVED_SPECIMEN,CDBI,,eb5a92f3-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,四川农学院,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080835,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/21/409/4080835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,彭水苗族土家族自治县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupehana,,,,SYNONYM,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che159
1030821608,,249ec6d9-ce13-4096-baf5-42130fc3d0b1,4080834,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia hupehana Craib,Bauhinia hupehana,,CN,万里坪田坝,四川,,,,30.736266,107.204547,,,,,,,1963-01-01T00:00:00,,,1963,2953931,2953583,PRESERVED_SPECIMEN,CDBI,,eb5a9360-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,张泽荣,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080834,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/21/c37/4080834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大竹县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupehana,,,,SYNONYM,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che160
1030821609,,249ec6d9-ce13-4096-baf5-42130fc3d0b1,4080843,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia hupehana Craib,Bauhinia hupehana,,CN,周家乡,四川,,,,28.270105,105.109559,,,,,,,1959-01-01T00:00:00,,,1959,2953931,2953583,PRESERVED_SPECIMEN,CDBI,,eb5a8f89-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,宜宾野生植物普查队,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080843,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/21/3d9/4080843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,兴文县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupehana,,,,SYNONYM,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che161
1030821610,,249ec6d9-ce13-4096-baf5-42130fc3d0b1,4080831,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia hupehana Craib,Bauhinia hupehana,,CN,九龙山,四川,,,,31.732429,105.9348,,,,,,,1959-01-01T00:00:00,,,1959,2953931,2953583,PRESERVED_SPECIMEN,CDBI,,eb5a9439-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,汪敏学,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080831,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/21/302/4080831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苍溪县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupehana,,,,SYNONYM,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che162
1030821616,,249ec6d9-ce13-4096-baf5-42130fc3d0b1,4080838,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia hupehana Craib,Bauhinia hupehana,,CN,黄家坝大垭公社罗岩,重庆,,,,29.330856,108.246038,,,,,,,1959-01-01T00:00:00,,,1959,2953931,2953583,PRESERVED_SPECIMEN,CDBI,,eb5a91ad-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,西师生物系,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080838,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/21/6f5/4080838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,彭水苗族土家族自治县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupehana,,,,SYNONYM,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che163
1030821624,,249ec6d9-ce13-4096-baf5-42130fc3d0b1,4080839,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia hupehana Craib,Bauhinia hupehana,,CN,光明公社陆山沟,四川,,,,32.352911,106.842041,,,,,,,1959-01-01T00:00:00,,,1959,2953931,2953583,PRESERVED_SPECIMEN,CDBI,,eb5a9140-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,达县普查队,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080839,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/21/591/4080839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南江县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupehana,,,,SYNONYM,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che164
1030821628,,249ec6d9-ce13-4096-baf5-42130fc3d0b1,4080836,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia hupehana Craib,Bauhinia hupehana,,CN,复兴七中队雷云坡,四川,,,,29.987037,105.350722,,,,,,,1960-01-01T00:00:00,,,1960,2953931,2953583,PRESERVED_SPECIMEN,CDBI,,eb5a9286-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,内专校,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080836,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/21/ec9/4080836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安岳县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupehana,,,,SYNONYM,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che165
1030821629,,249ec6d9-ce13-4096-baf5-42130fc3d0b1,4080844,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia hupehana Craib,Bauhinia hupehana,,CN,龙华寺大坪社老君山,四川,,,,28.672732,104.010884,,,,,,,1959-01-01T00:00:00,,,1959,2953931,2953583,PRESERVED_SPECIMEN,CDBI,,eb5a8f0a-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,宜宾野生植物普查队,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080844,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/21/f4d/4080844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏山县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupehana,,,,SYNONYM,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che166
1030821634,,249ec6d9-ce13-4096-baf5-42130fc3d0b1,4080848,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia hupehana Craib,Bauhinia hupehana,,CN,西宁,四川,,,,28.262715,103.571742,,,,,,,1964-01-01T00:00:00,,,1964,2953931,2953583,PRESERVED_SPECIMEN,CDBI,,eb5a8d4c-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,印开蒲、陈庆恒,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080848,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/21/2af/4080848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,雷波县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupehana,,,,SYNONYM,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che167
1030821635,,249ec6d9-ce13-4096-baf5-42130fc3d0b1,4080832,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia glauca,,SPECIES,Bauhinia hupehana Craib,Bauhinia hupehana,,CN,焕古滩,陕西,,,,32.519849,108.535169,,,,,,,1952-01-01T00:00:00,,,1952,2953931,2953583,PRESERVED_SPECIMEN,CDBI,,eb5a94a8-b6bf-11e1-8c2f-acd112e444a7,,,,CC_BY_4_0,,郭本兆,,,2020-02-10 20:33,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,Cheniella tenuiflora,Cheniella tenuiflora (Watt ex C.B.Clarke) R.Clark & Mackinder,Cheniella,Leguminosae,GBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080832,,,,,,,,,,,,,,,,,,,,http://www.nsii.org.cn/node/79/cvh/21/a08/4080832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,紫阳县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupehana,,,,SYNONYM,,,CN,,,TRUE,FALSE,2953929,6,7707728,220,1370,5386,2952935,,Bauhinia,Bauhinia glauca subsp. hupehana (Craib) T.C.Chen,,DWC_ARCHIVE,2020-02-10 20:33,2020-02-06 6:28,FALSE,,,,,,,,,,,,,,,,,,,,,Che168
